Base_normalized;Atrial_Side_normalized
0.99353;0.5572
0.98686;0.56688
0.98584;0.18646
0.98029;0.0274
0.97924;0.34226
0.97531;0.85946
0.9724;0.70726
0.97036;0.0015
0.96824;0.53485
0.9643;0.8796
0.96386;0.24111
0.95887;0.69737
0.95568;0.45328
0.95394;0.18755
0.94919;0.88382
0.94625;0.01224
0.94415;0.2908
0.94065;0.43829
0.93616;0.81212
0.934;0.0081
0.9265;0.88989
0.9214;0
0.92126;0.08641
0.91721;0.77843
0.91485;0.47031
0.91402;0.04186
0.91183;0.1993
0.90956;0.73545
0.90088;0.0363
0.89739;0.59504
0.89594;0.41563
0.89306;0.16296
0.88978;0.00372
0.88671;0.70113
0.87564;0
0.87162;0.18301
0.8609;0.06349
0.85191;0.75945
0.84648;0
0.84428;0.36985
0.83279;0.40376
0.82194;0.27415
0.81997;0.77329
0.81116;0.00176
0.80372;0.60393
0.80067;0.25365
0.79257;0.663
0.79192;0.01829
0.78375;0.77137
0.77308;0.20793
0.77242;0.82359
0.76708;0
0.76286;0.2254
0.75563;0.55859
0.74978;0.18703
0.73616;0.56377
0.72879;0.25532
0.72876;0.77566
0.71235;0.83769
0.71208;0.14672
0.70983;0.56546
0.70261;0.83206
0.70108;0.10638
0.69231;0.89193
0.69037;0.19786
0.67925;0
0.67042;0.42038
0.66725;0.65187
0.6667;0.9092
0.66611;0
0.65664;0.47161
0.65553;0.72515
0.645;0.73303
0.64301;0.58987
0.64064;0.03343
0.64011;0.30292
0.62646;0.5049
0.62566;0.28649
0.62475;0.75245
0.60857;0.89216
0.60775;0.03314
0.60325;0.40436
0.59752;0.70917
0.59336;0.24569
0.58768;0.43599
0.58438;0.77736
0.57854;0.0178
0.57852;0.27973
0.574;0.55962
0.57081;0.20723
0.56624;0.8329
0.56086;0.22764
0.55696;0.93387
0.55623;0.00957
0.55287;0.56945
0.55228;0.15279
0.54336;0.51037
0.54031;0.00938
0.52659;0.4866
0.52422;0
0.51924;0.27782
0.51718;0.74321
0.51062;0
0.50294;0.26536
0.49552;0.01302
0.49185;0.25
0.48133;0.78914
0.47642;0.04984
0.47422;0.31026
0.47227;0.93774
0.46992;0.59089
0.45554;0.29167
0.45277;0.07241
0.45026;0.46757
0.44725;0.7965
0.43578;0.39907
0.43484;0.0942
0.43026;0.64135
0.42494;0.13989
0.42392;0.84092
0.42242;0.36833
0.42015;0.09105
0.4158;0.93622
0.41408;0.59397
0.41205;0.03817
0.40755;0.44169
0.40659;0.14339
0.40506;0.3503
0.40261;0.80909
0.40257;0.62696
0.4021;0.01299
0.39844;0.2026
0.39359;0.58613
0.39302;0.02163
0.39134;0.37103
0.38528;0.1958
0.38523;0.79571
0.37892;0.46932
0.37571;0.82908
0.37495;0.61501
0.37381;0.0159
0.37379;0.36551
0.36724;0.21335
0.36592;0.74154
0.36037;0.56262
0.35725;0.25721
0.35492;0.88606
0.3517;0.37754
0.34586;0.0071
0.34467;0.32941
0.33931;0.79758
0.33448;0.23823
0.33383;0.00591
0.32936;0.44823
0.3211;0
0.31711;0.86364
0.31697;0.28571
0.31002;0.42167
0.30853;0.0287
0.30555;0.78176
0.30026;0.24202
0.29753;0.60996
0.29214;0.80353
0.29041;0.42516
0.2866;0.66686
0.28572;0.05842
0.28121;0.34659
0.27332;0.01888
0.27132;0.59036
0.26533;0.80051
0.25821;0.75669
0.25632;0.01125
0.25206;0.80368
0.2518;0.36489
0.24561;0.08481
0.24;0.35834
0.23916;0.18261
0.23895;0.66249
0.23591;0.93611
0.23569;0.42923
0.23549;0.81971
0.23202;0.03012
0.23144;0.9762
0.2285;0.87778
0.22745;0.39848
0.22699;0.17736
0.22405;0.75893
0.22372;0.44368
0.21857;0.04441
0.21758;0.93289
0.21713;0.30158
0.21695;0.70688
0.21435;0.56104
0.20818;0.10628
0.20817;0.21927
0.20565;0.74581
0.20545;0.89654
0.20335;0.03151
0.20094;0.22103
0.19799;0.62536
0.19704;0.92723
0.19412;0.00557
0.19398;0.28206
0.18769;0.79581
0.186;0.66012
0.18548;0.07002
0.18459;0.34321
0.18244;0.19535
0.17683;0.62109
0.17439;0.12213
0.1687;0.01148
0.1668;0.32509
0.1628;0.10298
0.16104;0.57524
0.15909;0.90366
0.15719;0.15781
0.15513;0.07977
0.15434;0.00408
0.14994;0.72992
0.14787;0.48409
0.14434;0.89286
0.14093;0.31851
0.14022;0.44244
0.13992;0.73216
0.13912;0.20741
0.13827;0.0294
0.12714;0.59432
0.12265;0.56853
0.11827;0.86421
0.11602;0.45816
0.11593;0.65454
0.11482;0.01037
0.10988;0.8498
0.10788;0.45576
0.10578;0.22653
0.10003;0.73084
0.09945;0.00791
0.09249;0.82189
0.09097;0.46896
0.0893;0.59098
0.08927;0
0.08745;0.08772
0.08609;0.38115
0.08179;0.54078
0.0797;0.76149
0.079;0.1395
0.07787;0.88986
0.073;0.33911
0.06876;0.15173
0.06666;0.78372
0.06597;0.93359
0.06142;0.02192
0.06045;0.35965
0.05941;0.60311
0.05394;0.69512
0.05256;0.16626
0.05221;0.46577
0.05185;0.91005
0.05007;0.07347
0.04391;0.40505
0.04376;0.00472
0.04241;0.11278
0.04067;0.80529
0.03811;0.29057
0.03789;0.17402
0.03767;0.94434
0.03257;0.59405
0.03199;0.00401
0.03002;0.35855
0.02913;0.97613
0.02872;0.85843
0.02825;0.15363
0.02699;0.70975
0.02224;0.16683
0.02201;0.45065
0.02083;0.00316
0.02043;0.94322
0.01781;0.61768
0.01352;0.19402
0.01275;0.97066
0.01058;0.41575
0.00982;0.54949
0.0092;0
0.00782;0.06432
0.00644;0.74994
0.00271;0.2379
0.0023;0.18187
0.00224;0.05559
0.00206;0.55184
0.00122;0.39344
0.0011;0.85153
0.00077;0.15617
0;0.77946
0;0.67302
